endTime,artistName,trackName,msPlayed
2024-02-08 06:59,Carly Rae Jepsen,Let’s Get Lost,193482
2024-02-08 07:02,Carly Rae Jepsen,Beach House,150004
2024-02-08 07:05,Carly Rae Jepsen,Now That I Found You,200320
2024-02-08 07:10,Carly Rae Jepsen,Psychedelic Switch,272035
2024-02-08 07:13,Carly Rae Jepsen,Aeroplanes,200819
2024-02-08 07:16,Carly Rae Jepsen,Tiny Little Bows,201560
2024-02-08 07:20,Carly Rae Jepsen,Cut To The Feeling,207959
2024-02-08 07:23,Carly Rae Jepsen,Bad Thing Twice,193466
2024-02-08 07:26,Carly Rae Jepsen,Drive,179106
2024-02-08 07:29,Carly Rae Jepsen,Put It To Rest,197597
2024-02-08 07:32,Carly Rae Jepsen,Stadium Love,171382
2024-02-08 07:36,Carly Rae Jepsen,Emotion,197351
2024-02-08 07:39,Carly Rae Jepsen,Body Language,173933
2024-02-08 07:43,Carly Rae Jepsen,Run Away With Me,251327
2024-02-08 07:46,Carly Rae Jepsen,Party For One,184533
2024-02-08 07:49,Carly Rae Jepsen,Hurt So Good,188840
2024-02-08 07:52,Carly Rae Jepsen,No Drug Like Me,208240
2024-02-08 07:56,Carly Rae Jepsen,Guitar String / Wedding Ring,206746
2024-02-08 07:59,Carly Rae Jepsen,Come Over,174206
2024-02-08 08:03,Carly Rae Jepsen,Kollage,256528
2024-02-08 08:06,Carly Rae Jepsen,Want You In My Room - Recorded at Electric Lady Studios NYC,161941
2024-02-08 08:09,Carly Rae Jepsen,Beautiful,197986
2024-02-08 08:13,Carly Rae Jepsen,Automatically In Love,213280
2024-02-08 08:16,Carly Rae Jepsen,Last Christmas,212453
2024-02-08 08:20,Carly Rae Jepsen,Turn Me Up,224120
2024-02-08 08:23,Carly Rae Jepsen,Talking to Yourself,173200
2024-02-08 08:26,Carly Rae Jepsen,First Time,215800
2024-02-08 08:29,Carly Rae Jepsen,Fake Mona Lisa,132146
2024-02-08 08:32,Carly Rae Jepsen,Shy Boy,209429
2024-02-08 08:35,Carly Rae Jepsen,I'll Be Your Girl,178706
2024-02-08 08:37,Carly Rae Jepsen,Sideways,136093
2024-02-08 08:42,Carly Rae Jepsen,The Loneliest Time (feat. Rufus Wainwright),274506
2024-02-08 08:46,Carly Rae Jepsen,Higher,234413
2024-02-08 08:50,Carly Rae Jepsen,This Kiss,228866
2024-02-08 08:53,Carly Rae Jepsen,Sweetie,218240
2024-02-08 08:57,Carly Rae Jepsen,Curiosity,213120
2024-02-08 09:01,Carly Rae Jepsen,So Right,216305
2024-02-08 09:04,Carly Rae Jepsen,After Last Night,208553
2024-02-08 09:07,Carly Rae Jepsen,The Sound,171160
2024-02-08 09:11,Carly Rae Jepsen,Tonight I’m Getting Over You,219213
2024-02-08 09:14,Carly Rae Jepsen,Shy Boy,209429
2024-02-08 09:17,Carly Rae Jepsen,Fever,184986
2024-02-08 09:20,Carly Rae Jepsen,LA Hallucinations,184611
2024-02-08 09:24,Carly Rae Jepsen,Too Much,197093
2024-02-08 09:26,Carly Rae Jepsen,Weekend Love,162334
2024-02-08 09:30,Carly Rae Jepsen,More Than A Memory,242026
2024-02-08 09:33,Carly Rae Jepsen,Surrender My Heart,168653
2024-02-08 09:37,Carly Rae Jepsen,Boy Problems,222291
2024-02-08 09:41,Carly Rae Jepsen,Making The Most Of The Night,238500
2024-02-08 09:44,Carly Rae Jepsen,Kamikaze,179088
2024-02-08 09:47,Carly Rae Jepsen,Store,192640
2024-02-08 09:50,Carly Rae Jepsen,Far Away,179613
2024-02-08 09:53,Carly Rae Jepsen,I Really Like You,204763
2024-02-08 09:56,Carly Rae Jepsen,Shadow,169467
2024-02-08 09:59,Carly Rae Jepsen,Let's Be Friends,190242
2024-02-08 10:03,Carly Rae Jepsen,Call Me Maybe,193400
2024-02-08 10:06,Carly Rae Jepsen,Let’s Get Lost,193482
2024-02-08 10:08,Carly Rae Jepsen,Beach House,150004
2024-02-08 10:12,Carly Rae Jepsen,Now That I Found You,200320
2024-02-08 10:16,Carly Rae Jepsen,Psychedelic Switch,272035
2024-02-08 10:20,Carly Rae Jepsen,Aeroplanes,200819
2024-02-08 10:23,Carly Rae Jepsen,Tiny Little Bows,201560
2024-02-08 10:27,Carly Rae Jepsen,Cut To The Feeling,207959
2024-02-08 10:30,Carly Rae Jepsen,Bad Thing Twice,193466
2024-02-08 10:33,Carly Rae Jepsen,Drive,179106
2024-02-08 10:36,Carly Rae Jepsen,Put It To Rest,197597
2024-02-08 10:39,Carly Rae Jepsen,Stadium Love,171382
2024-02-08 10:42,Carly Rae Jepsen,Emotion,197351
2024-02-08 10:45,Carly Rae Jepsen,Body Language,173933
2024-02-08 10:49,Carly Rae Jepsen,Run Away With Me,251327
2024-02-08 10:52,Carly Rae Jepsen,Party For One,184533
2024-02-08 10:56,Carly Rae Jepsen,Hurt So Good,188840
2024-02-08 10:59,Carly Rae Jepsen,No Drug Like Me,208240
2024-02-08 11:02,Carly Rae Jepsen,Guitar String / Wedding Ring,206746
2024-02-08 11:05,Carly Rae Jepsen,Come Over,174206
2024-02-08 11:10,Carly Rae Jepsen,Kollage,256528
2024-02-08 11:12,Carly Rae Jepsen,Want You In My Room - Recorded at Electric Lady Studios NYC,161941
2024-02-08 11:16,Carly Rae Jepsen,Beautiful,197986
2024-02-08 11:19,Carly Rae Jepsen,Automatically In Love,213280
2024-02-08 11:23,Carly Rae Jepsen,Last Christmas,212453
2024-02-08 11:27,Carly Rae Jepsen,Turn Me Up,224120
2024-02-08 11:29,Carly Rae Jepsen,Talking to Yourself,173200
2024-02-08 11:33,Carly Rae Jepsen,First Time,215800
2024-02-08 11:35,Carly Rae Jepsen,Fake Mona Lisa,132146
2024-02-08 11:39,Carly Rae Jepsen,Shy Boy,209429
2024-02-08 11:42,Carly Rae Jepsen,I'll Be Your Girl,178706
2024-02-08 11:44,Carly Rae Jepsen,Sideways,136093
2024-02-08 11:49,Carly Rae Jepsen,The Loneliest Time (feat. Rufus Wainwright),274506
2024-02-08 11:53,Carly Rae Jepsen,Higher,234413
2024-02-08 11:56,Carly Rae Jepsen,This Kiss,228866
2024-02-08 12:00,Carly Rae Jepsen,Sweetie,218240
2024-02-08 12:04,Carly Rae Jepsen,Curiosity,213120
2024-02-08 12:07,Carly Rae Jepsen,So Right,216305
2024-02-08 12:11,Carly Rae Jepsen,After Last Night,208553
2024-02-08 12:14,Carly Rae Jepsen,The Sound,171160
2024-02-08 12:17,Carly Rae Jepsen,Tonight I’m Getting Over You,219213
2024-02-08 12:21,Carly Rae Jepsen,Shy Boy,209429
2024-02-08 12:24,Carly Rae Jepsen,Fever,184986
2024-02-08 12:27,Carly Rae Jepsen,LA Hallucinations,184611
2024-02-08 12:30,Carly Rae Jepsen,Too Much,197093
2024-02-08 12:33,Carly Rae Jepsen,Weekend Love,162334
2024-02-08 12:37,Carly Rae Jepsen,More Than A Memory,242026
2024-02-08 12:40,Carly Rae Jepsen,Surrender My Heart,168653
2024-02-08 12:43,Carly Rae Jepsen,Boy Problems,222291
2024-02-08 12:47,Carly Rae Jepsen,Making The Most Of The Night,238500
2024-02-08 12:50,Carly Rae Jepsen,Kamikaze,179088
2024-02-08 12:54,Carly Rae Jepsen,Store,192640
2024-02-08 12:57,Carly Rae Jepsen,Far Away,179613
2024-02-08 13:00,Carly Rae Jepsen,I Really Like You,204763
2024-02-08 13:03,Carly Rae Jepsen,Shadow,169467
2024-02-08 13:06,Carly Rae Jepsen,Let's Be Friends,190242
2024-02-08 13:09,Carly Rae Jepsen,Call Me Maybe,193400
2024-02-08 13:13,Carly Rae Jepsen,Let’s Get Lost,193482
2024-02-08 13:15,Carly Rae Jepsen,Beach House,150004
2024-02-08 13:18,Carly Rae Jepsen,Now That I Found You,200320
2024-02-08 13:23,Carly Rae Jepsen,Psychedelic Switch,272035
2024-02-08 13:26,Carly Rae Jepsen,Aeroplanes,200819
2024-02-08 13:30,Carly Rae Jepsen,Tiny Little Bows,201560
2024-02-08 13:33,Carly Rae Jepsen,Cut To The Feeling,207959
2024-02-08 13:36,Carly Rae Jepsen,Bad Thing Twice,193466
2024-02-08 13:39,Carly Rae Jepsen,Drive,179106
2024-02-08 13:43,Carly Rae Jepsen,Put It To Rest,197597
2024-02-08 13:46,Carly Rae Jepsen,Stadium Love,171382
2024-02-08 13:49,Carly Rae Jepsen,Emotion,197351
2024-02-08 13:52,Carly Rae Jepsen,Body Language,173933
2024-02-08 13:56,Carly Rae Jepsen,Run Away With Me,251327
2024-02-08 13:59,Carly Rae Jepsen,Party For One,184533
2024-02-08 14:02,Carly Rae Jepsen,Hurt So Good,188840
2024-02-08 14:06,Carly Rae Jepsen,No Drug Like Me,208240
2024-02-08 14:09,Carly Rae Jepsen,Guitar String / Wedding Ring,206746
2024-02-08 14:12,Carly Rae Jepsen,Come Over,174206
2024-02-08 14:16,Carly Rae Jepsen,Kollage,256528
2024-02-08 14:19,Carly Rae Jepsen,Want You In My Room - Recorded at Electric Lady Studios NYC,161941
2024-02-08 14:22,Carly Rae Jepsen,Beautiful,197986
2024-02-08 14:26,Carly Rae Jepsen,Automatically In Love,213280
2024-02-08 14:29,Carly Rae Jepsen,Last Christmas,212453
2024-02-08 14:33,Carly Rae Jepsen,Turn Me Up,224120
2024-02-08 14:36,Carly Rae Jepsen,Talking to Yourself,173200
2024-02-08 14:40,Carly Rae Jepsen,First Time,215800
2024-02-08 14:42,Carly Rae Jepsen,Fake Mona Lisa,132146
2024-02-08 14:45,Carly Rae Jepsen,Shy Boy,209429
2024-02-08 14:48,Carly Rae Jepsen,I'll Be Your Girl,178706
2024-02-08 14:51,Carly Rae Jepsen,Sideways,136093
2024-02-08 14:55,Carly Rae Jepsen,The Loneliest Time (feat. Rufus Wainwright),274506
2024-02-08 14:59,Carly Rae Jepsen,Higher,234413
2024-02-08 15:03,Carly Rae Jepsen,This Kiss,228866
2024-02-08 15:07,Carly Rae Jepsen,Sweetie,218240
2024-02-08 15:10,Carly Rae Jepsen,Curiosity,213120
2024-02-08 15:14,Carly Rae Jepsen,So Right,216305
2024-02-08 15:17,Carly Rae Jepsen,After Last Night,208553
2024-02-08 15:20,Carly Rae Jepsen,The Sound,171160
2024-02-08 15:24,Carly Rae Jepsen,Tonight I’m Getting Over You,219213
2024-02-08 15:27,Carly Rae Jepsen,Shy Boy,209429
2024-02-08 15:30,Carly Rae Jepsen,Fever,184986
2024-02-08 15:33,Carly Rae Jepsen,LA Hallucinations,184611
2024-02-08 15:37,Carly Rae Jepsen,Too Much,197093
2024-02-08 15:39,Carly Rae Jepsen,Weekend Love,162334
2024-02-08 15:43,Carly Rae Jepsen,More Than A Memory,242026
2024-02-08 15:46,Carly Rae Jepsen,Surrender My Heart,168653
2024-02-08 15:50,Carly Rae Jepsen,Boy Problems,222291
2024-02-08 15:54,Carly Rae Jepsen,Making The Most Of The Night,238500
2024-02-08 15:57,Carly Rae Jepsen,Kamikaze,179088
2024-02-08 16:00,Carly Rae Jepsen,Store,192640
2024-02-08 16:03,Carly Rae Jepsen,Far Away,179613
2024-02-08 16:07,Carly Rae Jepsen,I Really Like You,204763
2024-02-08 16:09,Carly Rae Jepsen,Shadow,169467
2024-02-08 16:13,Carly Rae Jepsen,Let's Be Friends,190242
2024-02-08 16:16,Carly Rae Jepsen,Call Me Maybe,193400
2024-02-08 16:19,Carly Rae Jepsen,Let’s Get Lost,193482
2024-02-08 16:22,Carly Rae Jepsen,Beach House,150004
2024-02-08 16:25,Carly Rae Jepsen,Now That I Found You,200320
2024-02-08 16:29,Carly Rae Jepsen,Psychedelic Switch,272035
2024-02-08 16:33,Carly Rae Jepsen,Aeroplanes,200819
2024-02-08 16:36,Carly Rae Jepsen,Tiny Little Bows,201560
2024-02-08 16:40,Carly Rae Jepsen,Cut To The Feeling,207959
2024-02-08 16:43,Carly Rae Jepsen,Bad Thing Twice,193466
2024-02-08 16:46,Carly Rae Jepsen,Drive,179106
2024-02-08 16:49,Carly Rae Jepsen,Put It To Rest,197597
2024-02-08 16:52,Carly Rae Jepsen,Stadium Love,171382
2024-02-08 16:55,Carly Rae Jepsen,Emotion,197351
2024-02-08 16:58,Carly Rae Jepsen,Body Language,173933
2024-02-08 17:02,Carly Rae Jepsen,Run Away With Me,251327
2024-02-08 17:06,Carly Rae Jepsen,Party For One,184533
2024-02-08 17:09,Carly Rae Jepsen,Hurt So Good,188840
2024-02-08 17:12,Carly Rae Jepsen,No Drug Like Me,208240
2024-02-08 17:16,Carly Rae Jepsen,Guitar String / Wedding Ring,206746
2024-02-08 17:19,Carly Rae Jepsen,Come Over,174206
2024-02-08 17:23,Carly Rae Jepsen,Kollage,256528
2024-02-08 17:26,Carly Rae Jepsen,Want You In My Room - Recorded at Electric Lady Studios NYC,161941
2024-02-08 17:29,Carly Rae Jepsen,Beautiful,197986
2024-02-08 17:32,Carly Rae Jepsen,Automatically In Love,213280
2024-02-08 17:36,Carly Rae Jepsen,Last Christmas,212453
2024-02-08 17:40,Carly Rae Jepsen,Turn Me Up,224120
2024-02-08 17:43,Carly Rae Jepsen,Talking to Yourself,173200
2024-02-08 17:46,Carly Rae Jepsen,First Time,215800
2024-02-08 17:48,Carly Rae Jepsen,Fake Mona Lisa,132146
2024-02-08 17:52,Carly Rae Jepsen,Shy Boy,209429
2024-02-08 17:55,Carly Rae Jepsen,I'll Be Your Girl,178706
2024-02-08 17:57,Carly Rae Jepsen,Sideways,136093
2024-02-08 18:02,Carly Rae Jepsen,The Loneliest Time (feat. Rufus Wainwright),274506
2024-02-08 18:06,Carly Rae Jepsen,Higher,234413
2024-02-08 18:10,Carly Rae Jepsen,This Kiss,228866
2024-02-08 18:13,Carly Rae Jepsen,Sweetie,218240
2024-02-08 18:17,Carly Rae Jepsen,Curiosity,213120
2024-02-08 18:20,Carly Rae Jepsen,So Right,216305
2024-02-08 18:24,Carly Rae Jepsen,After Last Night,208553
2024-02-08 18:27,Carly Rae Jepsen,The Sound,171160
2024-02-08 18:30,Carly Rae Jepsen,Tonight I’m Getting Over You,219213
2024-02-08 18:34,Carly Rae Jepsen,Shy Boy,209429
2024-02-08 18:37,Carly Rae Jepsen,Fever,184986
2024-02-08 18:40,Carly Rae Jepsen,LA Hallucinations,184611
2024-02-08 18:43,Carly Rae Jepsen,Too Much,197093
2024-02-08 18:46,Carly Rae Jepsen,Weekend Love,162334
2024-02-08 18:50,Carly Rae Jepsen,More Than A Memory,242026
2024-02-08 18:53,Carly Rae Jepsen,Surrender My Heart,168653
2024-02-08 18:57,Carly Rae Jepsen,Boy Problems,222291
2024-02-08 19:01,Carly Rae Jepsen,Making The Most Of The Night,238500
2024-02-08 19:04,Carly Rae Jepsen,Kamikaze,179088
2024-02-08 19:07,Carly Rae Jepsen,Store,192640
2024-02-08 19:10,Carly Rae Jepsen,Far Away,179613
2024-02-08 19:13,Carly Rae Jepsen,I Really Like You,204763
2024-02-08 19:16,Carly Rae Jepsen,Shadow,169467
2024-02-08 19:19,Carly Rae Jepsen,Let's Be Friends,190242
2024-02-08 19:22,Carly Rae Jepsen,Call Me Maybe,175481
2024-02-08 20:15,Baozhai Mezhong,热爱105°C的你 (治愈女生版),193468
2024-02-08 20:17,John Mayer,Neon,74977
2024-02-08 20:25,Selena Gomez,Kill Em With Kindness,2302
2024-02-08 20:25,Gotye,Somebody That I Used To Know,475064
2024-02-08 20:28,Sabrina Carpenter,Nonsense,163648
2024-02-08 20:31,Dybbukk,It's Not So Bad,1416
2024-02-08 20:31,Carly Rae Jepsen,Shy Boy,206047
2024-02-08 20:35,Marshmello,Happier,2484
2024-02-08 20:35,Andy Law 罗志聪,Yi Jian Mei 一剪梅,231781
2024-02-08 20:35,Taylor Swift,I Forgot That You Existed,1253
2024-02-08 20:35,RJ Pasin,Fire Emblem,1346
2024-02-08 20:35,A-Wall,Solo,2066
2024-02-08 20:38,Carly Rae Jepsen,Drive,179106
2024-02-08 20:41,Carly Rae Jepsen,LA Hallucinations,184611
2024-02-08 20:45,Avril Lavigne,When You're Gone,240493
2024-02-08 20:45,5 Seconds of Summer,Youngblood,1300
2024-02-08 20:45,Carly Rae Jepsen,Tonight I’m Getting Over You,538
2024-02-08 20:45,Aaron Smith,Dancin - Krono Remix,1439
2024-02-08 20:46,Carly Rae Jepsen,This Kiss,1253
2024-02-08 20:46,Alan Walker,Alone,1602
2024-02-08 20:46,Why Don't We,Hooked,1718
2024-02-08 20:49,The Happy Fits,"So Alright, Cool, Whatever",191360
2024-02-08 20:50,The Boyboy West Coast,U Was At The Club (Bottoms Up),73102
2024-02-08 21:01,Avril Lavigne,Complicated,244348
2024-02-08 21:04,Ariana Grande,34+35,173710
2024-02-08 21:08,Niall Horan,Slow Hands,188174
2024-02-08 21:09,Dua Lipa,New Rules,55530
2024-02-08 21:09,Marshmello,Silence,3190
2024-02-08 21:11,Chuck Berry,Johnny B. Goode,161560
2024-02-08 21:16,TOTO,Rosanna,270990
2024-02-08 21:19,The Foundations,Build Me Up Buttercup - Mono,189253
2024-02-08 21:22,Daryl Hall & John Oates,You Make My Dreams (Come True),190626
2024-02-08 21:24,The Beach Boys,Darlin' - Remastered 2001,134560
2024-02-08 21:29,Rupert Holmes,Escape (The Pina Colada Song),276493
2024-02-08 21:32,Billy Joel,Uptown Girl,197706
2024-02-08 21:33,Gotye,Somebody That I Used To Know,500
2024-02-08 21:33,Van Morrison,Brown Eyed Girl,19340
2024-02-08 21:37,Gotye,Somebody That I Used To Know,244884
2024-02-08 21:37,Jennifer Lopez,Let's Get Loud,2025
2024-02-08 21:39,Gotye,Somebody That I Used To Know,16840
2024-02-08 21:43,Jennifer Lopez,Let's Get Loud,238226
2024-02-08 21:46,The Lonely Island,Shy Ronnie 2: Ronnie & Clyde,146506
2024-02-08 21:50,Lady A,Need You Now,236440
2024-02-08 21:53,All Time Low,"Dear Maria, Count Me In",182826
2024-02-08 21:57,K'NAAN,Bang Bang,186533
2024-02-08 22:00,Fetty Wap,679 (feat. Remy Boyz),196693
2024-02-08 22:00,keshi,LIMBO,3623
2024-02-08 22:03,FINNEAS,Let's Fall in Love for the Night,190348
2024-02-08 22:06,Olivia Rodrigo,"jealousy, jealousy",173160
2024-02-08 22:10,A-Wall,Loverboy,224520
2024-02-08 22:14,JID,Surround Sound (feat. 21 Savage & Baby Tate),229938
2024-02-08 22:18,Nelly,Ride Wit Me,291781
2024-02-08 22:23,Sugarland,Baby Girl,252786
2024-02-08 22:26,Katya Lel,Мой мармеладный (Speed Up),188625
2024-02-08 22:29,OneRepublic,Sunshine,163854
2024-02-08 22:32,Nathaniel Constantin,Why Can't I,200571
2024-02-08 22:36,Remi Wolf,Photo ID,201823
2024-02-08 22:38,Stacey Ryan,Somebody Good,169506
2024-02-08 22:41,Ed Sheeran,Merry Christmas,132783
2024-02-08 23:41,Ed Sheeran,Merry Christmas,75736
2024-02-08 23:44,Meghan Trainor,Made You Look,3330
2024-02-08 23:44,Stacey Ryan,Over Tonight,200360
2024-02-08 23:48,Stacey Ryan,Fall In Love Alone,205427
2024-02-08 23:51,Ariana Grande,34+35,166566
2024-02-08 23:53,Tate McRae,exes,3805
2024-02-08 23:53,Yung Gravy,C’est La Vie (with bbno$ & Rich Brian),160161
2024-02-08 23:54,Charlie Puth,Light Switch,10866
2024-02-08 23:57,Falling In Reverse,Bad Girls Club,1454
2024-02-08 23:57,Tessa Violet,Crush,216266
2024-02-08 23:57,Koven Wei,LIPSTICK,8034
2024-02-08 23:57,RJ Pasin,Fire Emblem,1578
2024-02-08 23:57,Paul Russell,Lil Boo Thang,1578
2024-02-08 23:59,RJ Pasin,Fire Emblem,3084
2024-02-08 23:59,Paul Russell,Lil Boo Thang,114233
2024-02-09 00:02,Lyle Kam,Unlove,141827
2024-02-09 00:02,mxmtoon,feelings are fatal (revisited),1114
2024-02-09 00:05,American Football,Never Meant,1160
2024-02-09 00:05,Olivia Dean,Dive,186734
2024-02-09 00:05,Dayglow,Can I Call You Tonight?,1369
2024-02-09 00:05,starfall,tied up,1834
2024-02-09 00:08,gabi belle,PLASTIC LOVE,177000
2024-02-09 00:12,Rosa Walton,I Really Want to Stay at Your House,246652
2024-02-09 00:15,Miles Gaston Villanueva,You've Got a License to Drive (Me Crazy) [From the Amazon Original Series The Boys Season 3],149151
2024-02-09 00:18,Lonely God,Marlboro Nights,1555
2024-02-09 00:18,Sabrina Carpenter,Nonsense,1625
2024-02-09 00:18,Sabrina Carpenter,Feather,183989
2024-02-09 00:18,The Band CAMINO,I Think I Like You,1416
2024-02-09 00:18,MGMT,Electric Feel,1509
2024-02-09 00:18,A-Wall,Solo,1184
2024-02-09 00:20,Catherine Feeny,Mr Blue,130426
2024-02-09 00:27,Carly Rae Jepsen,Shy Boy,209429
2024-02-09 02:15,Uncle Kracker,Drift Away,255560
2024-02-09 02:21,Charlie Puth,I Don’t Think That I Like Her,188507
2024-02-09 02:24,Imagery Beats,Ferris Wheel,192535
2024-02-09 02:24,Blackway,What's Up Danger (with Black Caviar),4372
2024-02-09 02:24,Whitney Houston,How Will I Know,10588
2024-02-09 02:24,adan diaz,legroom,2113
2024-02-09 02:24,khai dreams,Lost in You,4133
2024-02-09 02:24,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3204
2024-02-09 02:24,Will Joseph Cook,Be Around Me,2600
2024-02-09 02:29,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),256124
2024-02-09 02:31,Emei,Scatterbrain,129938
2024-02-09 02:37,half•alive,still feel.,232185
2024-02-09 02:37,Jamiroquai,Virtual Insanity,1648
2024-02-09 02:37,Van Morrison,Brown Eyed Girl,3482
2024-02-09 02:40,NIKI,Every Summertime,215686
2024-02-09 02:43,Go-Jo,Mrs. Hollywood,143840
2024-02-09 02:46,Stephanie Hsu,A Guy That I'd Kinda Be Into,164400
2024-02-09 02:50,Glass Animals,Heat Waves,238805
2024-02-09 02:53,mxmtoon,prom dress,197933
2024-02-09 02:55,SM6,Two Friends,128128
2024-02-09 03:08,John Mayer,Neon,170806
2024-02-09 03:12,Eminem,The Real Slim Shady,284200
2024-02-09 03:16,Internet Money,Lemonade (feat. NAV),195428
2024-02-09 03:19,50 Cent,Candy Shop,209106
2024-02-09 03:23,Soulja Boy,Crank That (Soulja Boy),221933
2024-02-09 03:27,Outkast,Ms. Jackson,270506
2024-02-09 03:30,Dr. Dre,The Next Episode,161506
2024-02-09 03:36,Eminem,Without Me,290320
2024-02-09 03:38,Dr. Dre,Still D.R.E.,37978
2024-02-09 03:41,SoulChef,Write This Down,189426
2024-02-09 03:45,50 Cent,P.I.M.P.,249480
2024-02-09 03:50,GAWNE,Death to Mumble Rap,297801
2024-02-09 03:53,bbno$,edamame,133706
2024-02-09 03:54,Eminem,Lose Yourself,69740
2024-02-09 03:57,Red Velvet,Psycho,210560
2024-02-09 04:43,NewJeans,OMG,212253
2024-02-09 04:46,BLACKPINK,Lovesick Girls,192765
2024-02-09 04:49,League of Legends,GODS,120906
2024-02-09 08:36,League of Legends,GODS,20610
2024-02-09 13:51,Ray Charles,Hit the Road Jack,119880
2024-02-09 13:52,Ray Charles,I Believe to My Soul,88390
2024-02-09 13:56,Gotye,Somebody That I Used To Know,244884
2024-02-09 14:00,Jennifer Lopez,Let's Get Loud,238226
2024-02-09 14:03,The Lonely Island,Shy Ronnie 2: Ronnie & Clyde,146506
2024-02-09 14:07,Lady A,Need You Now,236440
2024-02-09 14:10,All Time Low,"Dear Maria, Count Me In",182826
2024-02-09 14:13,K'NAAN,Bang Bang,186533
2024-02-09 14:16,Fetty Wap,679 (feat. Remy Boyz),196693
2024-02-09 14:20,keshi,LIMBO,212784
2024-02-09 14:23,FINNEAS,Let's Fall in Love for the Night,190348
2024-02-09 14:26,Olivia Rodrigo,"jealousy, jealousy",173160
2024-02-09 14:29,A-Wall,Loverboy,224520
2024-02-09 14:33,JID,Surround Sound (feat. 21 Savage & Baby Tate),229938
2024-02-09 14:38,Nelly,Ride Wit Me,291781
2024-02-09 14:42,Sugarland,Baby Girl,252786
2024-02-09 14:45,Katya Lel,Мой мармеладный (Speed Up),188625
2024-02-09 14:48,OneRepublic,Sunshine,163854
2024-02-09 14:49,Nathaniel Constantin,Why Can't I,26242
2024-02-09 14:49,Remi Wolf,Photo ID,1578
2024-02-09 14:51,Stacey Ryan,Somebody Good,169506
2024-02-09 14:54,Ed Sheeran,Merry Christmas,166659
2024-02-09 15:16,Stacey Ryan,Over Tonight,200360
2024-02-09 15:18,Meghan Trainor,Made You Look,134256
2024-02-09 15:22,Stacey Ryan,Fall In Love Alone,205427
2024-02-09 15:24,Ariana Grande,34+35,173710
2024-02-09 15:27,Yung Gravy,C’est La Vie (with bbno$ & Rich Brian),160161
2024-02-09 15:30,Tate McRae,exes,159400
2024-02-09 15:33,Charlie Puth,Light Switch,187703
2024-02-09 15:37,Tessa Violet,Crush,216266
2024-02-09 15:40,Falling In Reverse,Bad Girls Club,221730
2024-02-09 15:42,Koven Wei,LIPSTICK,130120
2024-02-09 15:44,Paul Russell,Lil Boo Thang,114233
2024-02-09 15:46,RJ Pasin,Fire Emblem,98823
2024-02-09 15:49,Lyle Kam,Unlove,180000
2024-02-09 15:51,mxmtoon,feelings are fatal (revisited),136636
2024-02-09 15:55,Olivia Dean,Dive,200759
2024-02-09 15:57,American Football,Never Meant,5569
2024-02-09 15:57,starfall,tied up,155200
2024-02-09 15:58,Dayglow,Can I Call You Tonight?,1811
2024-02-09 16:00,gabi belle,PLASTIC LOVE,177000
2024-02-09 16:05,Rosa Walton,I Really Want to Stay at Your House,246652
2024-02-09 16:07,Miles Gaston Villanueva,You've Got a License to Drive (Me Crazy) [From the Amazon Original Series The Boys Season 3],149151
2024-02-09 16:10,Sabrina Carpenter,Feather,185552
2024-02-09 16:13,A-Wall,Solo,157377
2024-02-09 16:14,Lonely God,Marlboro Nights,68522
2024-02-09 16:18,MGMT,Electric Feel,229640
2024-02-09 16:21,The Band CAMINO,I Think I Like You,182658
2024-02-09 16:24,Sabrina Carpenter,Nonsense,163648
2024-02-09 16:26,Catherine Feeny,Mr Blue,154600
2024-02-09 16:30,Carly Rae Jepsen,Shy Boy,209429
2024-02-09 16:34,Uncle Kracker,Drift Away,255560
2024-02-09 16:36,Charlie Puth,I Don’t Think That I Like Her,139484
2024-02-09 17:39,Imagery Beats,Ferris Wheel,1509
2024-02-09 17:39,Blackway,What's Up Danger (with Black Caviar),4829
2024-02-09 17:39,Charlie Puth,I Don’t Think That I Like Her,3297
2024-02-09 17:44,Doja Cat,Say So,237893
2024-02-09 17:47,dark cat,CRAZY MILK 2,188603
2024-02-09 17:50,Ed Sheeran,Perfect,196981
2024-02-09 17:53,Charlie Puth,I Don’t Think That I Like Her,188507
2024-02-09 17:56,Stephanie Hsu,A Guy That I'd Kinda Be Into,164400
2024-02-09 17:57,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),44532
2024-02-09 18:01,Nelly Furtado,Promiscuous,242293
2024-02-09 18:02,Dua Lipa,Future Nostalgia,8856
2024-02-09 18:07,Jamiroquai,Virtual Insanity,227840
2024-02-09 18:14,James Bay,Let It Go,252764
2024-02-09 18:17,pewdiepie,Bitch Lasagna,1671
2024-02-09 18:17,Olivia Rodrigo,"jealousy, jealousy",173160
2024-02-09 18:17,keshi,LIMBO,2103
2024-02-09 18:17,FINNEAS,Let's Fall in Love for the Night,13676
2024-02-09 18:22,Why Don't We,What Am I,184665
2024-02-09 18:26,Taylor Swift,Blank Space,231826
2024-02-09 18:29,John Mayer,New Light,96924
2024-02-09 18:29,Tevvez,Legend,4390
2024-02-09 18:29,Tevvez,Legend,280
2024-02-09 18:32,Tevvez,Legend,189679
2024-02-09 18:34,PXSEIDON,Dark Horse (Hardstyle),108705
